TOC_VU_tlag_6,TOC_VU_tdiff_2,TOC_VU_tdiff_6,TOC_VU_tpct_6,SS_VU_roll_mean_24,SS_VU_roll_mean_72
3.6866666666666665,-0.19333333333333247,2.3,0.623869801084991,0.6,0.6532870370370369
4.426666666666666,0.5066666666666668,2.0066666666666677,0.4533132530120485,0.6,0.6524537037037037
5.986666666666666,-0.3533333333333326,-0.3533333333333326,-0.059020044543429684,0.6,0.6524537037037037
6.633333333333334,-0.6733333333333338,-0.873333333333334,-0.13165829145728647,0.6,0.6445833333333333
6.179999999999999,-0.5266666666666673,-1.0733333333333324,-0.17367853290183377,0.6,0.6414814814814815
5.926666666666667,0.36666666666666625,0.1999999999999993,0.03374578177727772,0.6,0.638148148148148
5.986666666666666,-0.54,-1.42,-0.23719376391982183,0.6,0.6324537037037037
6.433333333333334,-1.1333333333333329,-1.4400000000000004,-0.22383419689119177,0.6,0.6283796296296296
5.633333333333334,1.4000000000000004,0.33333333333333304,0.05917159763313595,0.6,0.6227777777777778
5.76,0.9333333333333336,0.16666666666666696,0.02893518518518534,0.6,0.6211111111111111
5.1066666666666665,0.28000000000000025,1.1400000000000006,0.22323759791122733,0.6,0.6197222222222222
6.126666666666666,0.026666666666667282,-0.173333333333332,-0.028291621327529715,0.6,0.6183333333333333
4.566666666666666,-0.3466666666666667,1.333333333333334,0.2919708029197081,0.6,0.6169444444444444
4.993333333333333,0.6399999999999997,1.6000000000000005,0.32042723631508685,0.6,0.6155555555555555
5.966666666666667,-0.3266666666666662,-0.39333333333333265,-0.06592178770949708,0.6,0.6141666666666666
5.926666666666667,-0.2400000000000002,0.42666666666666675,0.07199100112485946,0.6,0.6127777777777778
6.246666666666667,0.1466666666666656,-0.5266666666666673,-0.08431163287086452,0.6,0.6113888888888889
5.953333333333334,-0.2333333333333334,0.16666666666666607,0.027995520716685318,0.6,0.61
5.9,-0.040000000000000924,-0.22000000000000153,-0.03728813559322064,0.6,0.6086111111111111
6.593333333333334,-0.5200000000000005,-0.9933333333333341,-0.15065722952477256,0.6,0.6072222222222222
5.573333333333334,0.3533333333333344,0.4599999999999991,0.08253588516746402,0.6,0.6058333333333333
6.3533333333333335,-1.6666666666666665,-2.4200000000000004,-0.38090241343126974,0.6,0.6044907407407407
5.72,-0.0066666666666659324,0.30666666666666753,0.053613053613053685,0.6,0.6031018518518518
6.12,2.4666666666666672,0.28000000000000025,0.045751633986928164,0.6,0.6018055555555555
5.679999999999999,-1.8800000000000008,-1.5333333333333323,-0.2699530516431924,0.6,0.6004166666666667
5.6,-0.5200000000000005,0.28000000000000025,0.050000000000000044,0.6,0.6000462962962962
6.033333333333333,-0.026666666666666394,-1.913333333333333,-0.31712707182320443,0.6,0.6
3.933333333333333,-1.7333333333333334,0.21333333333333337,0.05423728813559325,0.6,0.6
6.026666666666667,1.8133333333333335,-0.09333333333333371,-0.015486725663716894,0.6,0.6
6.4,3.006666666666667,0.753333333333333,0.1177083333333333,0.6,0.6
4.1466666666666665,-0.020000000000000462,1.7666666666666666,0.4260450160771705,0.6,0.6
5.88,-1.2799999999999994,-0.0066666666666659324,-0.0011337868480724156,0.6,0.6
4.12,-0.09999999999999964,1.6933333333333334,0.4110032362459546,0.6,0.6
4.1466666666666665,0.4466666666666672,2.1733333333333347,0.52411575562701,0.6,0.6
5.933333333333334,-1.0600000000000005,-1.1800000000000006,-0.19887640449438215,0.6,0.6
7.153333333333333,-1.993333333333335,-2.826666666666667,-0.39515377446411937,0.6,0.6
5.913333333333333,0.5866666666666669,-0.5733333333333333,-0.09695603156707999,0.6,0.6
5.873333333333334,1.6066666666666674,0.05999999999999961,0.010215664018161208,0.6,0.6
5.8133333333333335,-0.7266666666666666,-1.2000000000000002,-0.20642201834862384,0.6,0.6
6.320000000000001,-0.4066666666666663,-0.7933333333333339,-0.12552742616033763,0.6,0.6
4.753333333333333,-0.9066666666666667,-1.0466666666666664,-0.22019635343618504,0.6,0.6
4.326666666666666,-1.8666666666666667,-0.6666666666666656,-0.1540832049306623,0.6,0.6
5.34,2.853333333333334,1.2200000000000006,0.22846441947565554,0.5998611111111111,0.5999537037037036
5.933333333333334,0.3066666666666662,-1.9666666666666668,-0.3314606741573034,0.5998611111111111,0.5999537037037037
4.613333333333333,-1.413333333333334,0.5333333333333332,0.11560693641618491,0.5998611111111111,0.5999537037037037
5.526666666666667,1.9533333333333331,0.39333333333333265,0.07117008443908301,0.5998611111111111,0.5999537037037037
3.7066666666666666,0.24666666666666615,1.686666666666666,0.4550359712230214,0.5998611111111111,0.5999537037037037
3.6600000000000006,-0.013333333333333641,2.2466666666666657,0.6138433515482693,0.5998611111111111,0.5999537037037036
