FLUX_VU_tlag_2,FLUX_VU_tlag_6,FLUX_VU_troll_mean_12,FLUX_VU_troll_max_12,FLUX_VU_tdiff_1,FLUX_VU_tdiff_2,FLUX_VU_tdiff_6,FLUX_VU_tpct_1,FLUX_VU_tpct_6,FLUX_VU_tewma_24,TOC_VU_roll_std_6,TP_VU_roll_std_24,SS_VU_roll_std_24,TOC_VU_roll_std_24,TN_VU_roll_IQR_72,TOC_VU_roll_std_72,TD_368_roll_max_72
168.0,191.0,193.5,208.0,-15.0,-9.0,-32.0,-0.08620689655172409,-0.16753926701570676,185.29001257588857,1.0489430306167042,0.006084314990879765,0.0,0.78850127410208,12.068299999999999,1.0992110861900333,17.34
174.0,195.0,191.83333333333334,208.0,-8.0,-23.0,-44.0,-0.05031446540880502,-0.22564102564102562,184.38681156981747,0.6820747216572229,0.006160171130146359,0.0,0.7896199664138247,11.8593,1.0996332472529093,17.34
159.0,190.0,188.58333333333334,208.0,1.0,-7.0,-38.0,0.0066225165562914245,-0.19999999999999996,182.35586664423207,0.2607302186387543,0.00618140131698125,0.0,0.7997414223322056,11.8593,1.0913722587022274,17.34
151.0,187.0,184.83333333333334,208.0,11.0,12.0,-24.0,0.07236842105263164,-0.12834224598930477,179.84739731269352,0.3307548418843396,0.00614328337087838,0.0,0.7982604060876831,11.8593,1.0734716022627377,17.34
152.0,168.0,180.58333333333334,208.0,-2.0,9.0,-7.0,-0.012269938650306789,-0.04166666666666663,177.61960552767803,0.2635371925358851,0.006207253822694482,0.0,0.7923121637436602,11.8593,1.0565649129586208,17.34
163.0,174.0,176.83333333333334,201.0,3.0,1.0,-10.0,0.01863354037267073,-0.05747126436781613,176.45003708546378,0.4003594064323241,0.006270560626842771,0.0,0.8039539154388718,11.852723333333332,1.034205260701346,17.34
161.0,159.0,174.33333333333334,201.0,-4.0,-1.0,1.0,-0.024390243902439046,0.0062893081761006275,175.21403411862667,0.4168562531620729,0.0063484687582842205,0.0,0.8064416582428595,11.040809999999995,1.0353051303665497,17.34
164.0,151.0,171.25,195.0,0.0,-4.0,9.0,0.0,0.0596026490066226,174.31691138913655,0.6204259787110756,0.006415605974446625,0.0,0.841511674398811,4.257479999999999,0.9896544711274513,17.34
160.0,152.0,168.66666666666666,195.0,1.0,1.0,9.0,0.006250000000000089,0.05921052631578938,173.17155847800564,0.5244632764960232,0.005979664615030183,0.0,0.8539858887297196,4.173479999999999,0.9775934125779676,17.57
160.0,163.0,165.75,190.0,-6.0,-5.0,-8.0,-0.037267080745341574,-0.049079754601227044,172.1178337997652,0.5660126945292387,0.004829394949153637,0.0,0.776024959428277,4.126139999999999,0.9454551191745971,17.723333333333336
161.0,161.0,163.33333333333334,187.0,14.0,8.0,8.0,0.0903225806451613,0.049689440993788914,171.228407095784,0.5857621393949037,0.004010772293042699,0.0,0.7536993129374102,4.064099999999999,0.9465065315135803,17.723333333333336
155.0,164.0,160.66666666666666,174.0,-36.0,-22.0,-31.0,-0.21301775147928992,-0.18902439024390238,169.9301345281213,0.6276902593845638,0.0030081983560932093,0.0,0.682448783861422,3.9688999999999997,0.933681257718836,17.723333333333336
169.0,160.0,160.75,174.0,-58.0,-94.0,-85.0,-0.43609022556390975,-0.53125,169.8557237658716,0.6082113018122804,0.0027090540387351126,0.0,0.6791274698992167,3.931499999999999,0.9157564083221345,17.723333333333336
133.0,160.0,157.33333333333334,169.0,-21.0,-79.0,-106.0,-0.28,-0.6625,166.90726586460187,0.39194985821642936,0.0024883230422444672,0.0,0.6796722158430459,3.86046,0.9129500365325202,17.723333333333336
75.0,161.0,150.33333333333334,169.0,32.0,11.0,-75.0,0.5925925925925926,-0.4658385093167702,159.5546845954337,0.24973071916887515,0.0024831340842705126,0.0,0.6968066490599699,3.7694399999999995,0.905693917893034,17.75
54.0,155.0,142.25,169.0,32.0,64.0,-37.0,0.37209302325581395,-0.2387096774193549,151.11030982779903,0.3178729461190196,0.002476833640046485,0.0,0.697648110299034,3.7694399999999995,0.8725861275936749,17.846666666666668
86.0,169.0,136.75,169.0,11.0,43.0,-40.0,0.09322033898305082,-0.23668639053254437,145.9014850415751,0.33363874896758094,0.002478349153272722,0.0,0.7034439091602668,3.7694399999999995,0.8744634843490444,17.92
118.0,133.0,133.0,169.0,5.0,16.0,1.0,0.03875968992248069,0.007518796992481258,143.6693662382491,0.35309565730509845,0.002453543674476701,0.0,0.7012050914306436,3.7694399999999995,0.8562352548971192,17.92
129.0,75.0,130.33333333333334,169.0,51.0,56.0,110.0,0.38059701492537323,1.4666666666666668,142.49581693918915,0.3536633678734894,0.002486757756542663,0.0,0.6999239376674169,3.7694399999999995,0.8514304060126809,17.92
134.0,54.0,127.83333333333333,169.0,7.0,58.0,138.0,0.037837837837837895,2.5555555555555554,141.81615158405404,0.37724144935167814,0.0025110738574368645,0.0,0.5542511770716397,3.7694399999999995,0.8516162919075204,17.92
185.0,86.0,129.91666666666666,185.0,7.0,14.0,113.0,0.03645833333333326,1.3139534883720931,145.27085945732972,0.29172327492618033,0.002787061918889684,0.0,0.47483517283303117,3.7694399999999995,0.841925336122675,17.92
192.0,118.0,132.58333333333334,192.0,14.0,21.0,95.0,0.07035175879396993,0.8050847457627119,149.00919070074337,0.2709835765563682,0.0030664524790695326,0.0,0.47538937906703915,3.7694399999999995,0.7769497355895748,17.92
199.0,129.0,135.75,199.0,-3.0,11.0,81.0,-0.014084507042253502,0.627906976744186,153.0084554446839,0.7317600969607766,0.0034115315436118,0.0,0.5887179390249117,3.7694399999999995,0.7975813435991359,17.92
213.0,134.0,140.58333333333334,213.0,-1.0,-4.0,75.0,-0.004761904761904745,0.5597014925373134,157.8077790091092,0.7546833200608825,0.0036958599549213986,0.0,0.5849786320895357,3.7694399999999995,0.7995340667771683,17.92
210.0,185.0,144.0,213.0,-4.0,-5.0,20.0,-0.019138755980861233,0.10810810810810811,161.9831566883805,0.7950999626557349,0.004521024063657415,0.0,0.5982071336023195,3.77154,0.8048966174703128,17.92
209.0,192.0,150.33333333333334,213.0,-3.0,-7.0,10.0,-0.014634146341463428,0.05208333333333326,165.74450415331006,0.9612934958601702,0.005825715762009421,0.0,0.6788210890868048,3.933440000000001,0.8199854251107322,17.92
205.0,199.0,161.16666666666666,213.0,-39.0,-42.0,-36.0,-0.19306930693069302,-0.18090452261306533,168.88494382104525,0.9786139101724768,0.006532626894268877,0.0,0.6627188667132063,3.992139999999999,0.8208509116375156,17.92
202.0,213.0,173.5,213.0,36.0,-3.0,-14.0,0.22085889570552153,-0.06572769953051638,171.53414831536165,1.031666517081481,0.0070759917032292745,0.0,0.7321947706041765,4.08414,0.8338875883147974,18.15666666666667
163.0,210.0,179.91666666666666,213.0,-12.0,24.0,-23.0,-0.06030150753768848,-0.10952380952380958,170.85141645013272,0.9943842315714262,0.007168435264388253,0.0,0.7876300108248486,4.320633333333333,0.8470362222463228,18.15666666666667
199.0,209.0,186.66666666666666,213.0,21.0,9.0,-1.0,0.11229946524064172,-0.004784688995215336,173.1033031341221,0.9807152844397292,0.007204816500535719,0.0,0.7857205056279865,4.3999500000000005,0.8474261391919643,18.15666666666667
187.0,205.0,191.5,213.0,-16.0,5.0,-13.0,-0.07692307692307687,-0.06341463414634141,174.21503888339234,1.1687394285510098,0.007210163946799343,0.0,0.8403239656735302,4.437949999999999,0.8655152162189347,18.15666666666667
208.0,202.0,197.66666666666666,213.0,13.0,-3.0,3.0,0.06770833333333326,0.014851485148514865,176.91783577272093,1.0777182114113821,0.007231946312926999,0.0,0.8123707399562979,4.577400000000001,0.8664877941402439,18.15666666666667
192.0,163.0,198.25,213.0,-13.0,0.0,29.0,-0.06341463414634141,0.17791411042944794,178.12440891090324,1.0773544414863963,0.007303153255482072,0.0,0.8003332157134189,4.695966666666667,0.8636877767973137,18.15666666666667
205.0,199.0,199.33333333333334,213.0,12.0,-1.0,5.0,0.0625,0.025125628140703515,180.274456198031,0.8756916137927735,0.007385416765924027,0.0,0.7989205680638196,4.818100000000001,0.7946747863864191,18.15666666666667
192.0,187.0,198.75,213.0,-15.0,-3.0,2.0,-0.07352941176470584,0.010695187165775444,181.21249970218855,0.4701995898752183,0.007511299616773046,0.0,0.8071887180483588,4.690666666666669,0.7871504003326257,18.15666666666667
204.0,208.0,198.0,210.0,17.0,2.0,-2.0,0.08994708994709,-0.009615384615384581,183.03549972601346,0.7118225607709678,0.007640910339862899,0.0,0.8221039235476564,4.664900000000001,0.7940231497544695,18.15666666666667
189.0,192.0,196.25,209.0,-15.0,2.0,-1.0,-0.07281553398058249,-0.00520833333333337,183.5126597479324,0.7088749563227471,0.007786276979497542,0.0,0.86157689015877,4.620900000000001,0.8069766466877283,18.15666666666667
206.0,205.0,196.0,208.0,16.0,1.0,2.0,0.08376963350785349,0.009756097560975618,185.3116469680978,0.6849565183985358,0.007927124550926255,0.0,0.8606209626539199,4.607800000000001,0.8044543985130695,18.15666666666667
191.0,192.0,194.83333333333334,208.0,-13.0,3.0,2.0,-0.0628019323671497,0.01041666666666674,185.76671521064998,0.6921294747909678,0.008082857948272204,0.0,0.8378227220489909,4.5677,0.8052198321281316,18.15666666666667
207.0,204.0,195.25,208.0,-12.0,-25.0,-22.0,-0.061855670103092786,-0.10784313725490191,187.465377993798,0.7207549197326899,0.008233777542048796,0.0,0.8582101673595788,4.4565,0.8117181898623544,18.15666666666667
194.0,189.0,197.83333333333334,208.0,20.0,8.0,13.0,0.10989010989010994,0.06878306878306883,187.98814775429418,0.5608415193924564,0.008378908592498981,0.0,0.8398868236521749,4.4565,0.8115805127464195,18.15666666666667
182.0,206.0,196.41666666666666,208.0,-10.0,10.0,-14.0,-0.04950495049504955,-0.06796116504854366,187.50909593395065,0.7625242355980882,0.008512632113380065,0.0,0.9085762502236459,4.4565,0.8417555824363434,18.15666666666667
202.0,191.0,197.66666666666666,208.0,9.0,-1.0,10.0,0.046875,0.05235602094240832,188.6683682592346,0.8788102226336008,0.008661536944536846,0.0006660869618759276,0.9575672864222187,4.4565,0.8703913265800589,18.15666666666667
192.0,207.0,196.33333333333334,207.0,-8.0,1.0,-14.0,-0.03980099502487566,-0.06763285024154586,188.93489879849585,1.0954383529816205,0.008804729632887276,0.0006660869618759276,0.9883543733323957,4.4565,0.8651496645345408,18.15666666666667
201.0,194.0,197.08333333333334,207.0,15.0,7.0,14.0,0.07772020725388606,0.07216494845360821,189.90010689461621,1.0608132217105628,0.008879361214350387,0.0006660869618759276,1.0224715879424064,4.4565,0.8417137816338615,18.15666666666667
193.0,182.0,196.08333333333334,207.0,-11.0,4.0,15.0,-0.05288461538461542,0.08241758241758235,190.1480983430469,1.0744122711478008,0.008930596596807516,0.0006660869618759276,1.0095579875610068,4.4565,0.8434204114189658,18.15666666666667
208.0,202.0,197.41666666666666,208.0,-7.0,-18.0,-12.0,-0.035532994923857864,-0.05940594059405946,191.57625047560316,1.1297000585200179,0.00891968796274218,0.0006660869618759276,0.9820336278853271,4.4565,0.8312417991593923,18.15666666666667
197.0,192.0,196.83333333333334,208.0,-30.0,-37.0,-32.0,-0.1578947368421053,-0.16666666666666663,192.0101504375549,1.0206128635686713,0.008891752577992896,0.0006660869618759276,0.9705724096997891,4.4565,0.8304168666982293,18.15666666666667
