PH_VU_tlag_2,PH_VU_tdiff_2,PH_VU_tewma_6,month,hour_sin,hour_cos,iso_week
6.941667099190674,-0.01121008723702619,6.92693644669222,6.485440055366478,0.0,1.0,46.0
6.951538297506916,0.013621878117132776,6.937680923853908,6.518313139855815,0.0,1.0,46.0
6.961836631174633,-0.014397769477366259,6.951366841076207,6.641083037970217,0.25881904510252074,0.9659258262890683,46.0
6.962129965881657,-0.008881872490475168,6.961277998393368,6.769476630190697,0.25881904510252074,0.9659258262890683,46.0
6.956996887641473,0.01956619517969115,6.960572544353384,6.833311582622164,0.49999999999999994,0.8660254037844387,46.0
6.962389405707825,-0.018760185490281456,6.965149932573086,6.876101667534845,0.49999999999999994,0.8660254037844387,46.0
6.965379728784477,0.00733283186537675,6.9648511332990966,7.142417549789883,0.7071067811865476,0.7071067811865476,46.0
6.96640104732118,-0.005145162487083298,6.9659333408672826,7.156505302490281,0.7071067811865476,0.7071067811865476,46.0
6.977247147058667,-0.0006756403135433962,6.96288344028863,7.1143008624360204,0.8660254037844386,0.5000000000000001,46.0
6.988099922170349,0.026786445802889164,6.956547575788362,7.124525445196202,0.8660254037844386,0.5000000000000001,46.0
6.991286446741731,0.016343353485202543,6.955435993096044,7.231228300686704,0.9659258262890683,0.25881904510252074,46.0
6.988217202831548,0.014289173592837516,6.960182481567466,7.312707907149678,0.9659258262890683,0.25881904510252074,46.0
6.987244525889867,-0.01607827063402878,6.947009500337722,7.388639795519901,1.0,6.123233995736766e-17,46.0
6.988103311915129,0.012987220151939767,6.956059498946015,7.3890109344047,1.0,6.123233995736766e-17,46.0
6.996755193040702,-0.0035304985920187244,6.9597717512997885,7.496516544620068,0.9659258262890683,-0.25881904510252063,46.0
6.99785924119782,-0.006154485462794202,6.968091186855894,7.304155338246236,0.9659258262890683,-0.25881904510252063,46.0
6.9870509137193375,-0.009463999844313413,6.968969098932759,7.393934933061744,0.8660254037844387,-0.4999999999999998,46.0
6.996533802443749,-0.04326797956401874,6.972227562809599,7.381467496203347,0.8660254037844387,-0.4999999999999998,46.0
6.98728873020225,-0.014396564587113412,6.9758715002832,7.371487613266721,0.7071067811865476,-0.7071067811865475,46.0
6.992605672945229,0.017891958120135176,6.971220171541301,7.376842933453481,0.7071067811865476,-0.7071067811865475,46.0
6.999892734418441,0.014497480834439356,6.962777788894575,7.2454806198099515,0.49999999999999994,-0.8660254037844387,46.0
6.995668043775074,0.011356709203092931,6.959946776474837,7.112370376496237,0.49999999999999994,-0.8660254037844387,46.0
6.996732864093428,-0.013872034907240953,6.94211646450011,7.070420473202561,0.258819045102521,-0.9659258262890682,46.0
6.991824127961682,-0.01623184002407994,6.932016567251574,6.701504098744648,0.258819045102521,-0.9659258262890682,46.0
6.971889205835918,0.030731109344749732,6.927154938404009,6.404690331675325,1.2246467991473532e-16,-1.0,46.0
6.9572881135999145,0.01482442934521328,6.909199272830433,6.347103611744194,1.2246467991473532e-16,-1.0,46.0
6.938580404166021,0.0013525697816068223,6.9055075575242855,6.081254879750108,-0.2588190451025208,-0.9659258262890683,46.0
6.9309539757152825,0.015529320139411796,6.891527818131706,5.764609494099674,-0.2588190451025208,-0.9659258262890683,46.0
6.925949433053736,-0.0009774574975868512,6.880536088120599,5.816927503013666,-0.4999999999999997,-0.8660254037844388,46.0
6.930861613691054,0.012048632873117485,6.877713396804963,5.709434433073384,-0.4999999999999997,-0.8660254037844388,46.0
6.928519632195693,0.0003342662224764191,6.869861165698261,5.668465410091077,-0.7071067811865471,-0.7071067811865479,46.0
6.919701537534902,0.0036549781160212336,6.863630480217588,5.455673313524717,-0.7071067811865471,-0.7071067811865479,46.0
6.930777285221657,-0.01197668814430689,6.874083909281592,5.314315085312179,-0.8660254037844385,-0.5000000000000004,46.0
6.928773946784961,0.0004172313027999548,6.865991508136346,5.175509022151929,-0.8660254037844385,-0.5000000000000004,46.0
6.926751727352626,-0.011461983636954264,6.866654301953728,5.346996632033845,-0.9659258262890683,-0.25881904510252063,46.0
6.923493864391439,0.014491569914078791,6.867489080313141,5.338874372548254,-0.9659258262890683,-0.25881904510252063,46.0
6.925573871684325,-0.004488993555967545,6.874674129382746,5.356914499532998,-1.0,-1.8369701987210297e-16,46.0
6.927912255208021,0.018745833029783204,6.875762152217005,5.340594928086798,-1.0,-1.8369701987210297e-16,46.0
6.930042109297154,-0.0014740840277751976,6.881255247830571,5.243743700377754,-0.9659258262890684,0.2588190451025203,46.0
6.925085594578522,0.028256908613144706,6.8862159023665495,5.241660883185818,-0.9659258262890684,0.2588190451025203,46.0
6.925554508388672,0.01996750198083298,6.889365376782456,5.418507293192898,-0.8660254037844386,0.5000000000000001,46.0
6.933012367676845,0.0028813026026475587,6.8891829607531285,5.681255899573459,-0.8660254037844386,0.5000000000000001,46.0
6.9387352941919485,0.005437980386539513,6.89580729477362,5.66296679457979,-0.7071067811865477,0.7071067811865474,46.0
6.9523371379990255,-0.03155609724763124,6.911825829153531,5.862029089990524,-0.7071067811865477,0.7071067811865474,46.0
6.950607139710223,0.023796909682266526,6.916239495661823,6.103862865478638,-0.5000000000000004,0.8660254037844384,46.0
6.965605951677138,1.0881536158720916e-05,6.917351475837768,6.360711250446869,-0.5000000000000004,0.8660254037844384,46.0
6.975166138106881,-0.0027009668509856326,6.926660080813372,6.3919787047235825,-0.25881904510252157,0.9659258262890681,46.0
6.974137913132742,0.005227645615057414,6.919994612334296,6.344244634945463,-0.25881904510252157,0.9659258262890681,46.0
