TN_VU_tlag_2,TN_VU_tdiff_2
7.029774020860955,0.4137457630085567
7.076474289353932,-0.1987567572803908
7.231685376709477,0.05667566984711168
7.161317000306906,0.14193612879684245
7.337477240498951,-0.46737746993275114
7.488975260047915,-0.7979451004560848
7.664433454775762,-0.09822581150546095
7.613734091521732,0.2664377294654877
7.796690923600614,-0.31054768097242186
7.9097569820055496,-0.20169762336599734
7.847379674402449,0.030349312482043776
7.909419176808491,-0.1548063887659855
7.837581756546129,0.2516873080055645
7.826402152731743,-0.3135521669453915
7.770461581624193,-0.21132921458734882
7.8266353904598756,0.09943626950490524
7.831208199650985,-0.26676296656516013
7.867187400289449,0.09571898536717827
7.756200718695339,0.07067224935913796
7.678200450454452,0.17945224986555627
7.600180621387478,-0.2265275205268461
7.426849525497502,0.35783685768913376
7.439996732064942,0.5341686583690144
7.396898322147647,-0.043376517643429535
7.37068453847824,-0.010939304267354628
7.321977846097262,0.036816589712986625
7.067731187785929,-0.054706343480839525
7.038946353305936,-0.30375402406275465
7.002209182505495,0.33650731697009323
6.714971169858712,0.05284256447509589
6.633735893705756,-0.2602083256707006
6.651449860967733,-0.15554793353504184
6.549384769726856,-0.18283455622361008
6.4786705397411435,0.2941725269985202
6.5009023557869385,-0.1212757348826985
6.642761526106201,-0.2827707829400531
6.736552964416626,-0.13592684462134658
6.902020482300987,-0.1692821667301158
6.856861990041854,0.3479258080314243
6.9272627052157585,-0.06481154017390164
6.947411972383673,0.02363173053444882
6.839614365569154,0.033090731963070705
6.931685630745261,-0.22062810978758418
6.85728056766313,0.19455090300496
6.806830438115463,-0.06319764001633772
6.821902499596353,0.01859771048759135
7.040769887267519,0.43600971567347635
7.138036787298496,0.14958397810787213
