FLUX_VU_tlag_2,FLUX_VU_tlag_6,FLUX_VU_troll_mean_12,FLUX_VU_troll_max_12,FLUX_VU_tdiff_1,FLUX_VU_tdiff_2,FLUX_VU_tdiff_6,FLUX_VU_tpct_1,FLUX_VU_tpct_6,FLUX_VU_tewma_24,TOC_VU_roll_std_6,TP_VU_roll_std_24,SS_VU_roll_std_24,TOC_VU_roll_std_24,TN_VU_roll_IQR_72,TOC_VU_roll_std_72,TD_368_roll_max_72
123.12836433144453,122.5250993215835,124.94013846396273,138.4652513016546,-0.04330193182408884,-6.07605178765824,-12.789724655368202,0.09472953834363097,0.05091925501841864,124.630570559459,0.32514020652949926,0.012383938573309099,0.12607703929678218,0.44621221341972633,3.7800772032432928,0.5389228980152418,7.382124801351215
122.8292112134331,122.49984292557419,127.13586869490469,137.48902987108107,-1.7780805475081454,7.8002216076514435,5.847171313117871,0.23009329990895244,0.015754501432728524,126.28097293979732,0.3266932587370119,0.013204545149643414,0.1257263820019147,0.45272673214435644,3.7165660890247594,0.5426969830429618,7.733222101771507
124.55024474147434,124.87193777279643,129.0265273765377,138.09336867870724,-3.0192379060204813,1.3669343716843938,9.018653077003789,0.2451079929852803,0.21735895664829677,126.49990591154106,0.33365777768042326,0.013457953457325837,0.12750616159710454,0.46302882429372766,3.9084273663428126,0.527292672261033,8.008335800068624
125.37813498852714,127.20964573961959,128.003096830724,139.18751797487388,-0.2841111811199919,7.807263478818012,7.928187047788493,0.07966882199923546,0.06396037632121657,126.65959048186028,0.3441455233094699,0.014114273012469423,0.12736324608015573,0.4687639434028746,3.9686200051837086,0.5335385874539342,8.035240489738921
127.12045443410857,127.47748555597522,131.82460781064347,140.99599180532545,12.607988724920258,5.238824795297413,5.17861770681416,0.05500617577350782,0.40050823114055667,131.5736462117277,0.341789625321041,0.014672263165101526,0.12743666737115883,0.46497899249043956,3.9311947014234057,0.5749226221630586,8.217056394690115
126.914485053648,129.7296248380089,132.77898526609607,138.93091423217794,7.126624810492878,9.63458031870935,7.320515016351621,-0.0565181213941377,-0.330129754255594,133.88335766653555,0.3378116951405912,0.015234570244038827,0.12579255613833237,0.48654021343305437,4.03737958045905,0.5704098178264497,8.666554191262644
127.39462833706627,133.0870720032259,132.74659085403965,140.56774589171644,-4.0958968207637945,2.6153604327967623,-1.1724090097233024,-0.005382756214663192,-0.15153381541337985,137.43532038826726,0.3485309660442447,0.015297751004627507,0.13205490437417386,0.49804960631814843,4.045707076623103,0.5840502524141988,8.770121723580262
127.10624145079223,133.83718954915045,135.17205463393537,140.24453506483786,-2.0581553559801296,5.556894786435089,-0.7737649379581426,-0.1432634940880754,0.009876811092635801,137.49592486777595,0.36099243843617174,0.015540340493138806,0.13097319941441393,0.47947968231954696,4.043100417741482,0.6088834484948734,9.14619689566175
129.99643949173944,136.0310552238392,138.4423184014994,140.08461357015258,9.867492013790194,2.969406882433808,-4.714111114815423,0.007579985841812548,0.11623009393366435,137.74184981616577,0.35333408589197945,0.015557850724530907,0.13330901310884397,0.4877895783922064,4.152060032013469,0.6312699898438865,9.172333740373642
132.10644985920572,138.53723202351748,141.70642309342415,140.80699994459314,4.098405842622588,-3.689975293603826,-1.8693060003356408,0.033222054698277916,0.09400206040582762,137.72475704349887,0.3585087798209624,0.015750801756959684,0.13737000650349732,0.4831597859067534,4.021093793073872,0.6176106356393044,9.103303713487913
