SS_VU_tlag_2,SS_VU_troll_mean_12,SS_VU_tdiff_2,SS_VU_tewma_6,SS_VU_tewma_12,SS_VU_tewma_24,doy_sin,doy_cos
1.6098235792370421,1.625990834284031,0.041061982216980146,1.6143309914621453,1.6140415576505414,1.633877360939779,0.08037345210521853,0.1218412139389548
1.5967407906264868,1.639220644547351,0.07812307509665806,1.6312280263886503,1.5737033597687498,1.6599113999049366,0.08277700820147899,0.12487766512054822
1.6024989132742369,1.676569227094808,-0.09119319860379657,1.6285376034158383,1.5909624062800607,1.6953482403885531,0.08545132426635102,0.12906825288719523
1.6083249605928633,1.7168766039072658,0.028536858043393395,1.640105919230204,1.5968397838432935,1.7394433908005917,0.08850674525137638,0.13351340336478623
1.6184373671497527,1.7007199319583697,-0.036560449890452935,1.6624619795350117,1.5970330136631847,1.7726672338053753,0.09215467982414374,0.1344310485376938
1.6292053744891062,1.6896808162949757,0.023260480126416964,1.6880084143379088,1.6495099558200605,1.7956272549696535,0.09316764532957843,0.13313212943743347
1.6304594244451356,1.6799764688022574,-0.007617142524483193,1.714249908126374,1.6518245938525786,1.8093957144532538,0.09538317625048595,0.13608053312343052
1.6406782717876258,1.6934922353105692,-0.04390378533920645,1.722305998692099,1.6708190352742516,1.8365234556301095,0.09487377444447465,0.14008912197381895
1.6707368241285394,1.71404488314259,0.1229499853226871,1.7327657741127243,1.6579152896418519,1.8002030003530627,0.09998891202686327,0.13839241178107997
1.6520730203089162,1.7289622691859714,0.09283992499329831,1.7659699438337724,1.656775675580756,1.8142971224276498,0.0977579281798933,0.13744849132263232
1.6559244836435258,1.7527488756460845,-0.01503042927317609,1.7414561563278923,1.6815201433076128,1.8524985641562959,0.09966397662217401,0.13666742251578776
1.683536180506604,1.7901130531199465,-0.0623281276077595,1.7366913091483915,1.6785957877230122,1.8554329306598945,0.09988562131263318,0.13438575432053607
1.6739084464085314,1.8102177678139657,-0.012024320128645875,1.7373598735244682,1.6779482797070568,1.8269189115238154,0.09933313345016212,0.13750434999201294
1.6705004466824218,1.838645529757041,0.08013801196265811,1.7559781365308085,1.6634874441888863,1.805934579513091,0.1007364124882546,0.13937261272489593
1.6606578112381762,1.8397192214265037,-0.10556106923816821,1.7457386675745277,1.662729094990492,1.8428877291970671,0.10173993404114007,0.1357861717108921
1.6404241805184727,1.8824599637680117,-0.07015039602354817,1.720462540752702,1.6770004189843846,1.8313382074173716,0.10085285908165817,0.1360272875683247
1.6552397380443067,1.872311207547193,0.06329529793133334,1.6980807932883766,1.6568065720419702,1.794213726438195,0.0992744688329433,0.13407347869957456
1.6422260517659932,1.8714614966112608,0.09796285407546107,1.6468340025649832,1.5997220716736769,1.7843207857252008,0.09651325367885512,0.1323513742754636
1.6202916499608941,1.8602202409089517,0.03551633838108997,1.6526674658322802,1.56957590948012,1.8008679061723403,0.09763002116726725,0.13015034494114425
1.6190043453874585,1.854174919148506,-0.03637389592528648,1.6391573649951345,1.56307775957047,1.7906056695903176,0.09386628136922558,0.1283961183748357
1.5985947310162334,1.8278191799619665,-0.0563178068393142,1.6403082335800112,1.5818085931140717,1.7385380746583479,0.09366850430334156,0.1261808566319471
1.5309682061211756,1.8306282121212811,-0.02189933707434602,1.6162088835903814,1.5766786822750467,1.7119407915977118,0.0884140793533199,0.12517705576193477
1.5253557950100576,1.7774916363583502,0.05534417380030088,1.6258804215264722,1.5619507794234768,1.6681002214087441,0.0862924263831238,0.12029359993774072
1.4776220778987113,1.782227364866217,-0.00572667739617092,1.61968665719184,1.568646910548329,1.6577721602220963,0.08473345934417946,0.12128152938577193
1.5290711139202982,1.7704319141667135,-0.07336941421688019,1.5938550170680954,1.5699608588089593,1.6523748740467032,0.08456032965216738,0.11947477768992187
1.4962690509203613,1.7212759044134633,-0.009093131701699755,1.5551587409258918,1.5348499678138063,1.6177802648093018,0.0779676676596705,0.11408180276339135
