TP_VU_tlag_2,TP_VU_troll_mean_6,TP_VU_troll_max_6,TP_VU_tdiff_2,TP_VU_tdiff_6,TP_VU_tpct_6,TP_VU_tewma_6,SS_VU_roll_std_12,TA_368_roll_mean_24,RN_12H_541_lag_72steps
0.05508777423637854,0.054894971425084337,0.06257385269511767,-0.008633240675065802,0.003187553650130691,0.3388758839996546,0.05464236362688915,0.09608654095378671,11.070964467380497,0.0
0.05673719824321406,0.055015860812325346,0.06446170820386202,0.003850504034547453,0.00862925872054206,0.30849728805131515,0.05671269397463026,0.09638553512788671,11.364966286822494,0.0
0.058966113634252124,0.0564658080171399,0.06726077857350705,-0.0006497123576017333,-0.006968774202413713,0.5892165678367405,0.058708583868554445,0.09849479640179994,12.053455394038073,0.0
0.060033447591214845,0.05882847991453656,0.07073605149233997,-0.01139056427625347,0.008529893258319004,0.4442758481921301,0.06039320075014352,0.09833728698235861,12.124131128235376,0.0
0.06066907680172299,0.05952295765512274,0.07148620003394186,-0.0014003808795351128,-0.003998360660224442,0.36028474503603275,0.05943985185523391,0.09857169675034577,12.465894784051773,0.0
0.06231742991321639,0.059958093673431787,0.07284170368711171,0.002033771482785186,-0.01950787081820323,0.2053880675245231,0.060085971156824895,0.10196325738448594,12.576785056304248,0.0
0.0615359835673657,0.060239510549910634,0.07434024216220467,0.005023993409323194,-0.003614732975415438,0.33995398917236236,0.06246173526549053,0.10401551655922488,12.989552840482865,0.0
0.06267694614768295,0.06087623803520166,0.07421547210079033,-0.002090037995014131,0.005135198416858539,0.005588595677220989,0.06323831237939427,0.10448826591952692,12.943234378594013,0.0
0.06400539706419249,0.06304212689603111,0.07740320420155136,0.005214282876738435,-0.00382575266243364,0.23773959625580754,0.06304534646410419,0.10644223516966367,13.277461500157738,0.0
0.06356249180685285,0.06456367288813582,0.07583064479693008,-0.006297355543529909,0.009845692660635381,0.10927668683015276,0.06280364476555678,0.10351023600527788,13.276143286382762,0.0
0.06292944103400976,0.06251674010853615,0.07572998429697958,0.0003456014350824892,-0.014410140145433913,0.13190472841429635,0.06279845514764423,0.10397176771260454,13.455889963144646,0.0
0.062405802578692895,0.063867578965984,0.07499793686931042,0.002959725870330495,0.0015176830267929846,-0.16173873677432793,0.06314700516504057,0.10554161587263929,13.450105771877995,0.0
0.06143648041644889,0.062114818449542614,0.07332899961542083,0.008069500302731363,0.0044479201042582584,0.5160022981450674,0.06244168426928951,0.10877156324147137,12.961090234459729,0.0
0.06350611175314697,0.06171113399981441,0.07222185716295042,0.009117311511306703,-0.0008723602960498964,-0.002050824529235884,0.06191590600031718,0.11078936336726333,12.696695408652612,0.0
